;ADR;AVG_PRICE;STANDARD_DEVIATION;COEF_OF_VARIATION;AVG_PRICE_>_0;year_house;house_info
3507;"
 Донецкая ул., 30к1
 ";197526.475;35033.50960722284;0.17736108340526424;True;Дом 2021 года;32 этажаМонолитное здание2,80 м потолкиГаза нетЛифтМусоропровод
3508;"
 Ленинский пр-т, 91к2
 ";207608.425;29111.902928946005;0.14022505555324166;True;Дом 1964 года;9 этажейБлочное зданиеЦентральное отопление2,64 м потолки71 квартираГазЛифтМусоропровод
3509;"
 пос. Рублёво, Новорублёвская ул., 13
 ";183916.375;50296.40385986234;0.2734743105928569;True;Дом 1960 года;4 этажаКирпичное зданиеЦентральное отопление2,70 м потолкиГазЛифт отсутствуетМусоропровода нет
3510;"
 Рождественская ул., 33
 ";152670.85;19756.90008522339;0.12940846327392158;True;Дом;Панельное зданиеЦентральное отопление2,70 м потолки768 квартирГаза нетЛифтМусоропровод
3511;"
 Живописная ул., 17к2
 ";180711.30555555556;19881.37910320923;0.11001735083529213;True;Дом 1976 года;9 этажейПанельное зданиеЦентральное отопление142 квартирыГазЛифтМусоропровод
3512;"
 Вешняковская ул., 18к1
 ";201227.3;29337.28253877649;0.14579176154913617;True;Дом 2019 года;13 этажейМонолитное здание2,95 м потолкиЛифтМусоропровод
3513;"
 Городецкая ул., 8к1
 ";146297.25;38345.080767779065;0.26210390672264217;True;Дом 1987 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолкиГаза нетЛифтМусоропровод
3514;"
 ул. Маршала Голованова, 12
 ";154536.525;18183.649003964383;0.11766570397493009;True;Дом 1980 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки318 квартирГаза нетЛифтМусоропровод
3515;"
 Рождественская ул., 33
 ";152670.85;19756.90008522339;0.12940846327392158;True;Дом;Панельное зданиеЦентральное отопление2,70 м потолки768 квартирГаза нетЛифтМусоропровод
3516;"
 Бутырская ул., 7
 ";203701.775;35341.34181839132;0.17349550252270174;True;Дом 1966 года;9 этажейКирпичное зданиеЦентральное отопление128 квартирГазЛифтМусоропровод
3517;"
 Ярославское ш., 16
 ";145178.775;16213.866253129601;0.11168207097166649;True;Дом 1971 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки208 квартирГазЛифтМусоропровод
3518;"
 Липецкая ул., 17к1
 ";139168.525;18675.067223423186;0.13419030792647393;True;Дом 1983 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки656 квартирГаза нетЛифтМусоропровод
3519;"
 Михалковская ул., 16/1
 ";0.0;0.0;0.0;False;"
 Михалковская ул., 16/1
 ";"
 Михалковская ул., 16/1
 "
3520;"
 ул. Ивана Сусанина, 6к1
 ";172607.475;17821.095829083435;0.10324637347880464;True;Дом 2004 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки256 квартирГаза нетЛифтМусоропровод
3521;"
 ул. Татьянин Парк, 12к6
 ";203953.57894736843;44621.65662228882;0.21878339596974533;True;Дом 2017 года;8 этажейМонолитное здание3,00 м потолки112 квартирГаза нетЛифтМусоропровод
3522;"
 ул. Исаковского, 2к1
 ";179579.2;18042.01006567727;0.10046826172339152;True;Дом 1983 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки306 квартирГаза нетЛифтМусоропровод
3523;"
 Пятницкое ш., 47
 ";172961.175;20893.262312151615;0.12079741197498003;True;Дом 1993 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки662 квартирыГаза нетЛифтМусоропровод
3524;"
 7-я Парковая ул., 1
 ";165791.40625;18156.37716970847;0.10951337937462287;True;Дом 1966 года;5 этажейПанельное здание2,64 м потолкиГазЛифт отсутствуетМусоропровода нет
3525;"
 Огородный пр., 23
 ";193346.375;24576.172582762116;0.1271095596323547;True;Дом 1959 года;8 этажейКирпичное зданиеЦентральное отопление4,00 м потолки87 квартирГазЛифтМусоропровод
3526;"
 ул. Мельникова, 24
 ";203890.825;34648.683460477616;0.16993743323407326;True;Дом 1960 года;8 этажейКирпичное здание2,70 м потолки96 квартирГазЛифтМусоропровод
3527;"
 ул. Михайлова, 6
 ";148527.875;15017.547743702198;0.10110928836558254;True;Дом 1961 года;5 этажейКирпичное зданиеЦентральное отопление2,48 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
3528;"
 пр-т Будённого, 22к3
 ";150888.5625;12971.294894731742;0.08596605786294599;True;Дом 1963 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейБлочное зданиеЦентральное отопление2,48 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
3529;"
 Красноказарменная ул., 14Ак2
 ";258649.775;38437.19871653468;0.14860712218494945;True;Дом;Монолитное зданиеГаза нетЛифтМусоропровод
3530;"
 Старобитцевская ул., 15к1
 ";158386.4;21897.959559968138;0.13825656470484926;True;Дом 1991 года;14 этажейПанельное здание2,64 м потолкиГаза нетЛифтМусоропровод
3531;"
 Фестивальная ул., 22к4
 ";201133.35;28844.803910366594;0.14341134332206268;True;Дом 2001 года;17 этажейПанельное здание2,70 м потолкиГаза нетЛифтМусоропровод
3532;"
 ул. Татьянин Парк, 12к3
 ";173181.16666666666;38211.98474773472;0.22064746117159423;True;Дом 2017 года;8 этажейМонолитное здание64 квартирыГаза нетЛифтМусоропровод
3533;"
 Вешняковская ул., 10
 ";203204.7;6259.19785675449;0.030802426601129255;True;Дом 2019 года;11 этажейМонолитное здание3,15 м потолкиМусоропровода нет
3534;"
 ул. Академика Глушко, 14к1
 ";171207.5;38994.51369038983;0.22776171423792668;True;Дом 1992 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки204 квартирыГаза нетЛифтМусоропровод
3535;"
 Булатниковская ул., 1к2
 ";127362.33333333333;21424.42805278332;0.1682163595158955;True;Дом 1971 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.4 этажаКирпичное зданиеЦентральное отопление2,60 м потолки48 квартирГазЛифт отсутствуетМусоропровода нет
3536;"
 Большая Черёмушкинская ул., 2к4
 ";199750.43333333332;26420.646359344722;0.13226828056615675;True;Дом 1997 года;14 этажейПанельное зданиеЦентральное отопление133 квартирыГаза нетЛифтМусоропровод
3537;"
 Краснодарская ул., 1
 ";149614.89285714287;18078.129966776523;0.12083108587350395;True;Дом 1958 года;5 этажейКирпичное здание3,00 м потолки45 квартирГазЛифт отсутствуетМусоропровод
3538;"
 Синявинская ул., 11к16
 ";124802.2;18747.552599206116;0.15021812595616196;True;Дом 2013 года;19 этажейПанельное здание2,70 м потолки487 квартирГаза нетЛифтМусоропровод
3539;"
 ул. 1905 года, 9с1
 ";251274.625;44901.33867767057;0.178694281914342;True;Дом 1961 года;9 этажей2,64 м потолки64 квартирыГазЛифтМусоропровод
3540;"
 Скобелевская ул., 32
 ";153782.4;19577.13699676232;0.12730414531677436;True;Дом 1994 года;14 этажейПанельное зданиеЦентральное отопление2,64 м потолки277 квартирГаза нетЛифтМусоропровод
3541;"
 пос. Коммунарка, ул. Александры Монаховой, 88к2
 ";153503.7;24455.527877353208;0.15931555967284963;True;Дом;18 этажейМонолитное здание2,70 м потолки382 квартирыГаза нетЛифтМусоропровод
3542;nan;0.0;0.0;0.0;False;nan;nan
3543;"
 Люблинская ул., 50с1
 ";158325.58333333334;12741.178134028876;0.08047453775808316;True;Дом 1963 года;5 этажейКирпичное здание93 квартирыГазЛифт отсутствуетМусоропровода нет
3544;"
 Домодедовская ул., 24к4
 ";163862.75;22242.90556868639;0.13574107335978672;True;Дом 1974 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки128 квартирЛифтМусоропровод
3545;"
 Автозаводская ул., 23Бк2
 ";230703.65;40895.283385465125;0.17726326993727723;True;Дом 2018 года;24 этажаМонолитное здание2,90 м потолкиГаза нетЛифтМусоропровод
3546;"
 Варшавское ш. (дублёр)
 ";0.0;0.0;0.0;False;"
 Варшавское ш. (дублёр)
 ";"
 Варшавское ш. (дублёр)
 "
3547;"
 пр. Шокальского, 28
 ";169688.25;24693.429686608946;0.1455223310194368;True;Дом 1980 года;12 этажейПанельное зданиеЦентральное отопление2,50 м потолки191 квартираГаза нетЛифтМусоропровод
3548;"
 Севастопольский пр-т, 77к4
 ";174370.73333333334;28750.07730068835;0.16487902958880532;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное здание2,64 м потолки180 квартирГазЛифт отсутствуетМусоропровода нет
3549;"
 ул. Симоновский Вал, 7к1
 ";250499.625;33842.4838691603;0.13509993825004848;True;Дом 1967 года;9 этажейКирпичное зданиеЦентральное отопление288 квартирГазЛифтМусоропровод
3550;"
 1-я Останкинская ул., 25
 ";232448.35;59154.46175672212;0.2544843263319448;True;Дом 1962 года;5 этажейКирпичное зданиеЦентральное отопление2,70 м потолки120 квартирГазЛифт отсутствуетМусоропровода нет
3551;"
 ул. Плеханова, 29к1
 ";157281.025;23358.689279888436;0.1485156221476077;True;Дом 2003 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки270 квартирЛифтМусоропровод
3552;"
 Весёлая ул., 33к2
 ";0.0;0.0;0.0;False;"
 Весёлая ул., 33к2
 ";"
 Весёлая ул., 33к2
 "
3553;"
 Автозаводская ул.
 ";205010.7857142857;33770.411330839335;0.16472504709046693;True;Дом;Монолитное здание
3554;"
 Дербеневская ул., 18
 ";214306.725;53619.945826151066;0.2502018815608846;True;Дом 1900 года;5 этажейКирпичное здание3,00 м потолки54 квартирыГазЛифтМусоропровода нет
3555;"
 Нежинская ул., 21
 ";174134.1;30202.382140983515;0.17344323794698174;True;Дом 1971 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолкиГазЛифтМусоропровод
3556;"
 Карамышевская наб., 34
 ";327153.025;45211.58476789301;0.13819705554577405;True;Дом 2015 года;25 этажейМонолитное здание3,00 м потолки312 квартирГаза нетЛифтМусоропровода нет
3557;nan;0.0;0.0;0.0;False;nan;nan
3558;"
 жилой комплекс Скандинавия, к6/1
 ";0.0;0.0;0.0;False;"
 жилой комплекс Скандинавия, к6/1
 ";"
 жилой комплекс Скандинавия, к6/1
 "
3559;"
 Амурская ул., 1Ак1
 ";0.0;0.0;0.0;False;"
 Амурская ул., 1Ак1
 ";"
 Амурская ул., 1Ак1
 "
3560;"
 ул. Фёдора Полетаева, 17к2
 ";142222.125;23930.78743395994;0.1682634641688833;True;Дом 1972 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки216 квартирГазЛифтМусоропровод
3561;"
 Дорожная ул., 28к1
 ";167644.9;30961.781692757926;0.1846866900976882;True;Дом 1972 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки378 квартирГазЛифтМусоропровод
3562;"
 ул. Бориса Жигулёнкова, 7
 ";246397.475;48594.90838965925;0.19722161677857797;True;Дом 2012 года;16 этажейМонолитное зданиеЦентральное отопление3,00 м потолки133 квартирыГаза нетЛифтМусоропровод
3563;"
 ул. Металлургов, 52
 ";134708.42307692306;45420.70989704779;0.3371779496751367;True;Дом 1960 года;5 этажейКирпичное здание86 квартирГазЛифт отсутствуетМусоропровода нет
3564;"
 Ильменский пр.
 ";0.0;0.0;0.0;False;"
 Ильменский пр.
 ";"
 Ильменский пр.
 "
3565;nan;0.0;0.0;0.0;False;nan;nan
3566;"
 Дубнинская ул., 22к4
 ";184681.925;22842.066584908094;0.12368328186371295;True;Дом 2008 года;17 этажейМонолитное зданиеЦентральное отопление2,80 м потолки74 квартирыГаза нетЛифтМусоропровод
3567;"
 ул. Кубинка, 14
 ";139209.75;61301.960237724044;0.44035680142895195;True;Дом 1958 года;5 этажейКирпичное зданиеЛифт отсутствует
3568;"
 9-я Парковая ул., 5к3
 ";187374.9375;23859.377717337764;0.12733494690205174;True;Дом 1960 года;8 этажейПанельное зданиеЦентральное отопление64 квартирыГазЛифтМусоропровод
3569;"
 ул. Гамалеи, 10
 ";181029.4375;26864.685555503787;0.14839954167953368;True;Дом 1961 года;5 этажейКирпичное зданиеЦентральное отопление2,48 м потолки60 квартирГазЛифт отсутствуетМусоропровода нет
3570;"
 Ясный пр., 8к4
 ";159960.6;25715.238171947778;0.16075982568174774;True;Дом 1965 года;8 этажейКирпичное зданиеЦентральное отопление2,64 м потолки96 квартирГазЛифтМусоропровод
3571;"
 Дмитровское ш., 131к1
 ";184424.65;58824.51307046663;0.31896231371710143;True;Дом 1970 года;9 этажейКирпичное зданиеЦентральное отопление2,60 м потолки160 квартирЛифтМусоропровод
3572;"
 Старомарьинское ш., 6к1
 ";204332.3;23204.92854675489;0.11356466181193522;True;Дом 1997 года;14 этажейПанельное зданиеЦентральное отопление2,70 м потолки160 квартирГаза нетЛифтМусоропровод
3573;"
 3-я Рыбинская ул., 21к3
 ";204505.0;28157.918857756515;0.13768816829787298;True;Дом 1973 года;12 этажейЦентральное отопление2,70 м потолки168 квартирГазЛифтМусоропровод
3574;"
 ул. Вертолётчиков, 1
 ";120724.15;19363.7654235301;0.16039678410268454;True;Дом 2017 года;Панельное здание2,70 м потолки480 квартирГаза нетЛифтМусоропровод
3575;"
 3-я Филёвская ул., 8к2
 ";249427.7;29201.791255161042;0.1170751735078383;True;Дом 2007 года;23 этажаМонолитное зданиеЦентральное отопление2,70 м потолки176 квартирГаза нетЛифтМусоропровод
3576;"
 Долгопрудная аллея, 15к4
 ";139038.2;22974.54419917836;0.165239079613936;True;Дом;
3577;"
 Автозаводская ул., 23Бк2
 ";230703.65;40895.283385465125;0.17726326993727723;True;Дом 2018 года;24 этажаМонолитное здание2,90 м потолкиГаза нетЛифтМусоропровод
3578;"
 Перекопская ул., 14к1
 ";169123.575;23781.267313673066;0.14061473874161579;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление2,48 м потолки160 квартирГазЛифт отсутствуетМусоропровода нет
3579;"
 Онежская ул., 13к1
 ";187753.125;14165.989632192133;0.07545008708745664;True;Дом 2002 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки136 квартирГаза нетЛифтМусоропровод
3580;"
 Бескудниковский б-р, 58к2
 ";170875.65;15039.159641665488;0.08801230392782991;True;Дом 2009 года;24 этажаМонолитное зданиеЦентральное отопление161 квартираГаза нетЛифтМусоропровод
3581;"
 Восточный административный округ, район Гольяново
 ";0.0;0.0;0.0;False;"
 Восточный административный округ, район Гольяново
 ";"
 Восточный административный округ, район Гольяново
 "
3582;"
 6-й Новоподмосковный пер., 6
 ";160477.13888888888;51338.3743413101;0.3199108277775051;True;Дом 1954 года;5 этажейКирпичное зданиеГазЛифт отсутствуетМусоропровода нет
3583;"
 Сколковское ш., 7
 ";156685.4;32050.26040284228;0.2045516710736436;True;Дом 1957 года;5 этажейКирпичное здание3,00 м потолки54 квартирыЛифт отсутствуетМусоропровода нет
3584;"
 Большой Тишинский пер., 41
 ";258866.375;44756.89031405527;0.17289572782117907;True;Дом 1967 года;12 этажейБлочное здание84 квартирыГазЛифтМусоропровод
3585;"
 Нагорная ул., 31к5
 ";153972.27777777778;46300.840226124;0.3007089386113272;True;Дом 1962 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейБлочное здание2,48 м потолки56 квартирГазЛифт отсутствуетМусоропровода нет
3586;"
 Чертановская ул., 53к2
 ";150527.2;26570.520268899516;0.17651640546625139;True;Дом 1971 года;9 этажейПанельное зданиеЦентральное отопление2,65 м потолки144 квартирыГазЛифтМусоропровод
3587;"
 ул. Корнейчука, 24
 ";141708.05;19979.861176882583;0.1409931276090708;True;Дом 1977 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки418 квартирГаза нетЛифтМусоропровод
3588;"
 ул. Верхние Поля, 49к1
 ";170402.875;12740.233495088503;0.07476536704611647;True;Дом 2003 года;17 этажейПанельное здание2,74 м потолки246 квартирГаза нетЛифтМусоропровод
3589;"
 пос. Совхоза имени Ленина, 17к3
 ";158147.66666666666;13971.797461513517;0.08834652926598253;True;Дом;17 этажейКирпично-монолитное здание2,80 м потолкиЛифтМусоропровод
3590;nan;0.0;0.0;0.0;False;nan;nan
3591;"
 Башиловская ул., 6
 ";203972.1875;30145.965914237077;0.14779449239488632;True;Дом 1966 года;9 этажейБлочное зданиеЦентральное отопление2,64 м потолки68 квартирГазЛифтМусоропровод
3592;"
 ул. Ухтомского Ополчения, 1
 ";162943.1;24859.014959165215;0.15256255072577615;True;Дом 2013 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки192 квартирыГаза нетЛифтМусоропровод
3593;"
 Люберцы, Вертолётная ул.
 ";0.0;0.0;0.0;False;"
 Люберцы, Вертолётная ул.
 ";"
 Люберцы, Вертолётная ул.
 "
3594;"
 9-я Северная линия, 17
 ";141572.125;16122.796671464135;0.11388397731166454;True;Дом 2004 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки130 квартирГаза нетЛифтМусоропровод
3595;"
 ул. Юных Ленинцев, 10/15к2
 ";0.0;0.0;0.0;False;"
 ул. Юных Ленинцев, 10/15к2
 ";"
 ул. Юных Ленинцев, 10/15к2
 "
3596;nan;0.0;0.0;0.0;False;nan;nan
3597;"
 Вяземская ул., 18к1
 ";174500.425;30187.123593419346;0.1729916909567375;True;Дом 2013 года;22 этажаПанельное здание2,64 м потолки261 квартираЛифтМусоропровод
3598;"
 ул. Алабяна, 19к2
 ";227062.05263157896;35579.30261804893;0.15669418207796423;True;Дом 1963 года;9 этажейБлочное зданиеЦентральное отопление72 квартирыГазЛифтМусоропровод
3599;nan;0.0;0.0;0.0;False;nan;nan
3600;"
 рабочий пос. Новоивановское, Можайское ш., 52
 ";135700.025;25081.080678957496;0.18482738436457544;True;Дом 2017 года;Монолитное здание2,80 м потолкиЛифтМусоропровод
3601;"
 Отрадная ул., 1
 ";168986.475;17693.590346489174;0.10470418029898057;True;Дом 1983 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки282 квартирыГаза нетЛифтМусоропровод
3602;"
 Рождественская ул., 33
 ";152670.85;19756.90008522339;0.12940846327392158;True;Дом;Панельное зданиеЦентральное отопление2,70 м потолки768 квартирГаза нетЛифтМусоропровод
3603;"
 Варшавское ш., 141Ак3
 ";211511.525;21115.39206714796;0.09983092915219613;True;Дом 2019 года;25 этажейМонолитное здание2,65 м потолкиГаза нетЛифтМусоропровод
3604;"
 Новосибирская ул., 1к2
 ";140682.95;18532.62655015473;0.131733280757581;True;Дом 1969 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление2,64 м потолки100 квартирГазЛифт отсутствует
3605;"
 с. Немчиновка, Советский пр-т, 106
 ";125205.70833333333;14941.816030520875;0.1193381374493046;True;Дом 2011 года;15 этажейПанельное зданиеГаза нетЛифтМусоропровод
3606;"
 Семёновский пер., 18
 ";194747.89285714287;22209.82097814788;0.11404396038543982;True;Дом 1961 года;5 этажейКирпичное зданиеЦентральное отопление2,48 м потолки67 квартирГазЛифт отсутствуетМусоропровода нет
3607;"
 Саларьевская ул., 10к1
 ";0.0;0.0;0.0;False;"
 Саларьевская ул., 10к1
 ";"
 Саларьевская ул., 10к1
 "
3608;"
 Киевское шоссе, 23-й километр, 11к2
 ";192440.5;37655.27311125672;0.1956722888958235;True;Дом 2019 года;Лифт
3609;"
 ул. Римского-Корсакова, 11к8
 ";184207.09375;16263.438634248323;0.08828888346895339;True;Дом 2018 года;15 этажейПанельное здание2,65 м потолки386 квартирГаза нетЛифтМусоропровод
3610;"
 ул. Римского-Корсакова, 11к8
 ";184207.09375;16263.438634248323;0.08828888346895339;True;Дом 2018 года;15 этажейПанельное здание2,65 м потолки386 квартирГаза нетЛифтМусоропровод
3611;"
 1-я ул. Бебеля, 7
 ";176271.82352941178;24125.74930560901;0.136866736966521;True;Дом 1964 года;5 этажейБлочное здание2,48 м потолки80 квартирЛифт отсутствуетМусоропровода нет
3612;"
 ул. Конёнкова, 23В
 ";159760.2;17297.568378532284;0.1082720751384405;True;Дом 1974 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки287 квартирГаза нетЛифтМусоропровод
3613;"
 ул. Каховка, 13к1
 ";182327.05;25820.185928794162;0.14161467499635497;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейБлочное зданиеЦентральное отопление2,48 м потолки160 квартирГазЛифт отсутствуетМусоропровода нет
3614;"
 ул. Серпуховский Вал, 24к1
 ";227537.58823529413;70200.40643049669;0.3085222401052402;True;Дом 1928 года;5 этажейКирпичное здание3,00 м потолки60 квартирГазЛифтМусоропровода нет
3615;"
 Аминьевское ш., 10
 ";177307.75;23795.924931330155;0.1342069082221739;True;Дом 1969 года;12 этажейПанельное зданиеЦентральное отопление2,67 м потолки84 квартирыГазЛифтМусоропровод
3616;"
 Вешняковская ул., 10
 ";203204.7;6259.19785675449;0.030802426601129255;True;Дом 2019 года;11 этажейМонолитное здание3,15 м потолкиМусоропровода нет
3617;"
 Кировоградская ул., 10к1
 ";176085.3;18784.10090235889;0.10667614447292811;True;Дом 1971 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки477 квартирГазЛифтМусоропровод
3618;"
 Нагорная ул., 5к4
 ";210222.375;46426.6172188366;0.22084527024697825;True;Дом 2015 года;9 этажейКирпичное зданиеЦентральное отопление3,00 м потолки99 квартирГаза нетЛифтМусоропровод
3619;"
 ул. Бестужевых, 1А
 ";148200.725;31025.165001162764;0.20934556832406023;True;Дом 1975 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки144 квартирыЛифтМусоропровод
3620;"
 Изюмская ул., 34
 ";133638.825;21991.196158789888;0.16455694038607332;True;Дом 2002 года;10 этажейПанельное зданиеЦентральное отопление2,80 м потолки194 квартирыГаза нетЛифтМусоропровод
3621;"
 Оршанская ул., 8к1
 ";199174.63636363635;25907.84925732925;0.1300760464802801;True;Дом 1964 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное здание80 квартирГазЛифт отсутствуетМусоропровода нет
3622;"
 ул. Новаторов, 4к3
 ";237650.2;32600.603330460006;0.13717894338174344;True;Дом 2009 года;22 этажаПанельное зданиеЦентральное отопление2,78 м потолки254 квартирыГаза нетЛифтМусоропровод
3623;"
 ул. Академика Анохина, 12к2
 ";203224.95;24391.50009936863;0.12002217296335232;True;Дом 1982 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки127 квартирГаза нетЛифтМусоропровод
3624;"
 ул. Симоновский Вал, 7к1
 ";250499.625;33842.4838691603;0.13509993825004848;True;Дом 1967 года;9 этажейКирпичное зданиеЦентральное отопление288 квартирГазЛифтМусоропровод
3625;"
 Смольная ул., 31
 ";172596.02631578947;20972.468164723963;0.12151188305084029;True;Дом 1966 года;9 этажейПанельное зданиеЦентральное отопление144 квартирыГазЛифтМусоропровод
3626;nan;0.0;0.0;0.0;False;nan;nan
3627;"
 Восточная ул., 5
 ";0.0;0.0;0.0;False;"
 Восточная ул., 5
 ";"
 Восточная ул., 5
 "
3628;"
 ул. Удальцова, 3к2
 ";195595.8;21903.657433405955;0.11198429328955917;True;Дом 1963 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки72 квартирыГазЛифтМусоропровод
3629;"
 ул. Фёдора Полетаева, 5к3
 ";151989.83333333334;33036.98782383501;0.21736314264771;True;Дом 1962 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
3630;"
 Краснодарская ул., 48
 ";184116.65;21212.06266909232;0.1152099099624739;True;Дом 2004 года;8 этажейМонолитное зданиеЦентральное отопление63 квартирыГаза нетЛифтМусоропровод
3631;"
 Ильменский пр., 14к8
 ";267037.95;35582.26690919931;0.13324797808401131;True;Дом 2019 года;38 этажейМонолитное здание3,00 м потолкиЛифтМусоропровод
3632;"
 Долгопрудная аллея, 15к4
 ";139038.2;22974.54419917836;0.165239079613936;True;Дом;
3633;"
 Рязанский пр-т, 51
 ";157977.825;32129.0938340062;0.20337723876123878;True;Дом 1961 года;8 этажейКирпичное зданиеЦентральное отопление2,60 м потолки157 квартирГазЛифтМусоропровод
3634;"
 Вешняковская ул., 18к1
 ";201227.3;29337.28253877649;0.14579176154913617;True;Дом 2019 года;13 этажейМонолитное здание2,95 м потолкиЛифтМусоропровод
3635;"
 Новочеркасский б-р, 51
 ";159333.97368421053;12105.296666915863;0.07597435993724581;True;Дом 1990 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки128 квартирГаза нетЛифтМусоропровод
3636;"
 ул. Вертолётчиков, 1
 ";120724.15;19363.7654235301;0.16039678410268454;True;Дом 2017 года;Панельное здание2,70 м потолки480 квартирГаза нетЛифтМусоропровод
3637;"
 Астрадамский пр., 3
 ";179206.375;25186.85334622757;0.1405466370614749;True;Дом 1966 года;5 этажейБлочное зданиеЦентральное отопление2,48 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
3638;"
 1-я Владимирская ул., 11
 ";166428.7;20333.729128224364;0.12217681883127347;True;Дом 1985 года;16 этажейПанельное зданиеЦентральное отопление2,48 м потолки111 квартирГаза нетЛифтМусоропровод
3639;"
 ул. Героев Панфиловцев, 37к2
 ";166127.5357142857;23544.078636042505;0.14172291507733412;True;Дом 1968 года;12 этажейБлочное здание2,64 м потолки96 квартирЛифтМусоропровод
3640;"
 рабочий пос. Измайлово, 7
 ";114460.5;15728.5;0.13741421713167423;True;Дом;Панельное зданиеМусоропровода нет
3641;"
 Селигерская ул., 26к1
 ";177500.3;17011.73664885511;0.09584060786857887;True;Дом 2013 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки225 квартирГаза нетЛифтМусоропровод
3642;"
 д. Афанасово, Заречная ул., 3
 ";0.0;0.0;0.0;False;"
 д. Афанасово, Заречная ул., 3
 ";"
 д. Афанасово, Заречная ул., 3
 "
3643;"
 Открытое ш., 26к9
 ";164382.65;34721.189585431835;0.21122174137861774;True;Дом 1997 года;14 этажейПанельное зданиеЦентральное отопление2,64 м потолки135 квартирГазЛифтМусоропровод
3644;"
 ул. Барышиха, 36
 ";169647.5;32712.89685164661;0.19282864086795626;True;Дом 1993 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки136 квартирГаза нетЛифтМусоропровод
3645;"
 Рябиновая ул., 3к1
 ";235143.525;28503.808797235764;0.1212187696736951;True;Дом 2019 года;23 этажаМонолитное здание2,80 м потолки248 квартирГаза нетЛифтМусоропровод
3646;"
 ул. Руставели, 1/2
 ";0.0;0.0;0.0;False;"
 ул. Руставели, 1/2
 ";"
 ул. Руставели, 1/2
 "
3647;"
 ул. Твардовского, 9к1
 ";195557.375;15821.3954468111;0.08090411035028007;True;Дом 1980 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки382 квартирыГаза нетЛифтМусоропровод
3648;"
 Братиславская ул., 18к2
 ";173671.975;21576.342250816637;0.12423617714266585;True;Дом 1997 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки330 квартирГаза нетЛифтМусоропровод
3649;nan;0.0;0.0;0.0;False;nan;nan
3650;"
 3-я Институтская ул., 17
 ";147222.5;49585.02530149602;0.3368033099661806;True;Дом 2002 года;17 этажейПанельное здание2,74 м потолки198 квартирГаза нетЛифтМусоропровод
3651;"
 Сиреневый б-р, 46/35к4
 ";0.0;0.0;0.0;False;"
 Сиреневый б-р, 46/35к4
 ";"
 Сиреневый б-р, 46/35к4
 "
3652;"
 ул. Шверника, 17к3
 ";209065.6;21439.397349039453;0.10254866103768125;True;Дом 1984 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки360 квартирГаза нетЛифтМусоропровод
3653;"
 Каширское ш., 82
 ";160158.125;29283.74976261365;0.18284273596867875;True;Дом 1985 года;17 этажейПанельное зданиеЦентральное отопление271 квартираГаза нетЛифтМусоропровод
