;0;1;2;3;4;5
258;9900000;"
 2-к квартира, 42.5 м², 1/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.5_m_18_et._1952396880;"
 Дербеневская наб., 13/17к5
 ";Павелецкая; 1,5 км
259;8250000;"
 2-к квартира, 54 м², 17/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1717_et._1996809347;"
 пр-т Защитников Москвы, 14
 ";Некрасовка; 300 м
260;13700000;"
 2-к квартира, 40 м², 6/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_616_et._1977741527;"
 Большая Филёвская ул., 4
 ";Фили; 900 м
261;9700000;"
 2-к квартира, 37.2 м², 5/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_37.2_m_59_et._1995498548;"
 ул. Обручева, 19к1
 ";Калужская; 1,4 км
262;8000000;"
 2-к квартира, 43 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_55_et._1972169138;"
 Волгоградский пр-т, 51
 ";Текстильщики; 100 м
263;8500000;"
 2-к квартира, 38 м², 7/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_79_et._1939814365;"
 Юрьевский пер., 20
 ";Лефортово; 700 м
264;12500000;"
 2-к квартира, 53.1 м², 14/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.1_m_1416_et._1978998094;"
 Кунцевская ул., 13/6
 ";Молодежная; 1,2 км
265;12500000;"
 2-к квартира, 58.3 м², 8/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_58.3_m_817_et._1853208985;"
 Нижняя Первомайская ул., 59
 ";Первомайская; 1,1 км
266;11000000;"
 2-к квартира, 40 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_55_et._1982908031;"
 ул. Ферсмана, 13к1
 ";Академическая; 600 м
267;8000000;"
 2-к квартира, 39 м², 12/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_39_m_1212_et._1983720096;"
 ул. Софьи Ковалевской, 16
 ";Селигерская; 2,4 км
268;14800000;"
 2-к квартира, 58 м², 5/11 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_511_et._1959926321;"
 ул. Нижняя Масловка, 8
 ";Савеловская; 600 м
269;14500000;"
 2-к квартира, 54 м², 3/22 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_322_et._1983725864;"
 ул. Академика Пилюгина, 26к2
 ";Новые Черемушки; 1,5 км
270;9000000;"
 2-к квартира, 46.3 м², 5/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_46.3_m_59_et._1983584957;"
 Ясный пр., 7
 ";Отрадное; 1,7 км
271;7499000;"
 2-к квартира, 42.5 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.5_m_55_et._2010592748;"
 Открытое ш., 25к2
 ";Бульвар Рокоссовского; 2,2 км
272;7650000;"
 2-к квартира, 44.3 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.3_m_49_et._1983585457;"
 ул. Красного Маяка, 9
 ";Пражская; 1 км
273;13900000;"
 2-к квартира, 52 м², 15/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_1517_et._1998461101;"
 ул. Милашенкова, 8
 ";Фонвизинская; 300 м
274;11800000;"
 2-к квартира, 55 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_25_et._1954741917;"
 ул. Трофимова, 25к1
 ";Кожуховская; 600 м
275;12300000;"
 2-к квартира, 48 м², 17/26 эт.
 ";/moskva/kvartiry/2-k_kvartira_48_m_1726_et._1976619200;"
 Кронштадтский б-р, 6к3
 ";Водный стадион; 500 м
276;12000000;"
 2-к квартира, 64.2 м², 12/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_64.2_m_1217_et._1950418583;"
 Покровская ул., 17к3
 ";Некрасовка; 300 м
277;8850000;"
 2-к квартира, 38 м², 8/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_810_et._1959726524;"
 Нижегородская ул., 52
 ";Новохохловская; 1,5 км
278;9900000;"
 2-к квартира, 45 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_29_et._1964326530;"
 Новоясеневский пр-т, 32к3
 ";Ясенево; 500 м
279;13300000;"
 2-к квартира, 64 м², 2/21 эт.
 ";/moskva/kvartiry/2-k_kvartira_64_m_221_et._1974084561;"
 Дмитровское ш., 107Ак1
 ";Селигерская; 1,6 км
280;9450000;"
 2-к квартира, 51.5 м², 13/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.5_m_1317_et._1981609396;"
 Пятницкое ш., 6
 ";Волоколамская; 500 м
281;7500000;"
 2-к квартира, 38.7 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_38.7_m_29_et._1970667508;"
 3-я Карачаровская ул., 9к2
 ";Стахановская; 900 м
282;8500000;"
 2-к квартира, 45 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_99_et._1990411840;"
 Ореховый б-р, 49к3
 ";Шипиловская; 500 м
283;13500000;"
 2-к квартира, 44 м², 5/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_58_et._2002371475;"
 Большая Серпуховская ул., 58
 ";Серпуховская; 700 м
284;6198346;"
 2-к квартира, 52.8 м², 10/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_52.8_m_1014_et._1960082467;"
 Долгопрудная аллея, 14к3
 ";р-н Северный;
285;12500000;"
 2-к квартира, 65 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_65_m_55_et._1992703742;"
 Будайский пр., 7к2
 ";Ростокино; 300 м
286;8900000;"
 2-к квартира, 59 м², 3/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_59_m_317_et._2013686622;"
 2-я Вольская ул., 1к2
 ";Некрасовка; 1,7 км
287;9000000;"
 2-к квартира, 47 м², 1/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_47_m_112_et._2011347962;"
 ул. Генерала Белова, 33/19
 ";Домодедовская; 400 м
288;13224640;"
 2-к квартира, 57.8 м², 13/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_57.8_m_1316_et._1986181397;"
 Ярцевская ул., 16
 ";Молодежная; 400 м
289;7990000;"
 2-к квартира, 40.1 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_40.1_m_55_et._1949087759;"
 ул. Коминтерна, 46
 ";Бабушкинская; 1,7 км
290;13400000;"
 2-к квартира, 47 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_47_m_45_et._2008228656;"
 Угловой пер., 4
 ";Менделеевская; 800 м
291;8100000;"
 2-к квартира, 47 м², 7/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_47_m_79_et._2002563757;"
 Хабаровская ул., 12/23
 ";Щелковская; 2,2 км
292;12390000;"
 2-к квартира, 70 м², 7/15 эт.
 ";/moskva/kvartiry/2-k_kvartira_70_m_715_et._1995968995;"
 6-я Радиальная ул., 5к1
 ";Царицыно; 1,8 км
293;12590000;"
 2-к квартира, 65 м², 5/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_65_m_516_et._1981892110;"
 Совхозная ул., 37
 ";Люблино; 300 м
294;12450000;"
 2-к квартира, 52 м², 14/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_1417_et._2012129159;"
 Кировоградская ул., 7
 ";Южная; 600 м
295;10590000;"
 2-к квартира, 58 м², 1/6 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_16_et._1982152872;"
 Октябрьская ул., 38к4
 ";Марьина Роща; 400 м
296;8900000;"
 2-к квартира, 45 м², 6/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_614_et._2008903730;"
 Кронштадтский б-р, 43к1
 ";Коптево; 1,5 км
297;8500000;"
 2-к квартира, 45 м², 8/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_89_et._2009723204;"
 ул. Софьи Ковалевской, 4
 ";Селигерская; 1,8 км
298;14500000;"
 2-к квартира, 40.5 м², 13/20 эт.
 ";/moskva/kvartiry/2-k_kvartira_40.5_m_1320_et._1984703601;"
 3-я Хорошёвская ул., 21к6
 ";Зорге; 500 м
299;13700000;"
 2-к квартира, 47.5 м², 3/22 эт.
 ";/moskva/kvartiry/2-k_kvartira_47.5_m_322_et._2008129884;"
 ул. Академика Янгеля, 1к1
 ";Улица академика Янгеля; 300 м
300;7995000;"
 2-к квартира, 34 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_34_m_29_et._1992788556;"
 Вятская ул., 1
 ";Савеловская; 400 м
301;9200000;"
 2-к квартира, 45 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_25_et._2006600696;"
 ул. Академика Королёва, 9к3
 ";ВДНХ; 1,1 км
302;14000000;"
 2-к квартира, 56 м², 24/39 эт.
 ";/moskva/kvartiry/2-k_kvartira_56_m_2439_et._1978879004;"
 Амурская ул., 1с19
 ";Локомотив; 600 м
303;12893803;"
 2-к квартира, 69 м², 17/24 эт.
 ";/moskva/kvartiry/2-k_kvartira_69_m_1724_et._1992915644;"
 Проектируемый пр. № 985
 ";Селигерская; 1,6 км
304;8600000;"
 2-к квартира, 60.4 м², 16/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_60.4_m_1617_et._1974270132;"
 ул. Недорубова, 25
 ";Некрасовка; 700 м
305;14235970;"
 2-к квартира, 39 м², 2/7 эт.
 ";/moskva/kvartiry/2-k_kvartira_39_m_27_et._1895988936;"
 Большой Тишинский пер., 38
 ";Улица 1905 года; 900 м
306;11900000;"
 2-к квартира, 51.7 м², 10/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.7_m_1017_et._1983505563;"
 Щёлковское ш., 26к3
 ";Щелковская; 1,1 км
307;8699000;"
 2-к квартира, 44 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_45_et._2010418481;"
 Перовская ул., 40к4
 ";Перово; 1,1 км
308;9000000;"
 2-к квартира, 51 м², 3/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_51_m_317_et._1950761726;"
 Каширское ш., 80к1
 ";Орехово; 1,7 км
309;12000000;"
 2-к квартира, 58.6 м², 2/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_58.6_m_217_et._1993505281;"
 Коломенская наб., 12
 ";Печатники; 2,2 км
310;9400000;"
 2-к квартира, 38 м², 10/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_1012_et._2002777085;"
 ул. Добролюбова, 27А
 ";Фонвизинская; 400 м
311;13850000;"
 2-к квартира, 53.6 м², 15/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.6_m_1516_et._1987489732;"
 Ленинский пр-т, 156
 ";Тропарево; 1,1 км
312;8700000;"
 2-к квартира, 42 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_35_et._2008183436;"
 Ленинградское ш., 74
 ";Речной вокзал; 800 м
313;10600000;"
 2-к квартира, 46 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_46_m_49_et._2003809133;"
 б-р Андрея Тарковского, 9
 ";Рассказовка; 1,2 км
314;10990000;"
 2-к квартира, 60 м², 13/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_1317_et._1997798623;"
 Братиславская ул., 18к1
 ";Братиславская; 600 м
315;9490000;"
 2-к квартира, 48 м², 10/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_48_m_1012_et._2005955998;"
 ул. Красных Зорь, 53
 ";Кунцевская; 1,3 км
316;11500000;"
 2-к квартира, 60.1 м², 3/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_60.1_m_316_et._2012998806;"
 Ясный пр., 14к1
 ";Бибирево; 1,8 км
317;10290000;"
 2-к квартира, 52 м², 17/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_1717_et._1975483798;"
 Волгоградский пр-т, 128к4
 ";Кузьминки; 1,2 км
318;11150000;"
 2-к квартира, 60 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_55_et._1758086707;"
 Онежская ул., 9/4
 ";Коптево; 800 м
319;10500000;"
 2-к квартира, 62 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_62_m_39_et._1986404376;"
 жилой комплекс Скандинавия, к5/2
 ";Бунинская аллея; 2 км
320;11500000;"
 2-к квартира, 66.7 м², 9/11 эт.
 ";/moskva/kvartiry/2-k_kvartira_66.7_m_911_et._2001351273;"
 6-я Радиальная ул., 7к3
 ";Царицыно; 1,7 км
321;10500000;"
 2-к квартира, 44 м², 3/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_38_et._1915119825;"
 ул. Симоновский Вал, 24к3
 ";Дубровка; 1 км
322;14700000;"
 2-к квартира, 54 м², 2/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_28_et._1759250856;"
 ул. 1905 года, 4
 ";Улица 1905 года; 100 м
323;11000000;"
 2-к квартира, 35.9 м², 2/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_35.9_m_28_et._1996336846;"
 ул. Серпуховский Вал, 22к1
 ";Шаболовская; 800 м
324;7550000;"
 2-к квартира, 44 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_19_et._1806945543;"
 Дубнинская ул., 24к3
 ";Селигерская; 1,2 км
325;10700000;"
 2-к квартира, 64 м², 2/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_64_m_217_et._1982424063;"
 ул. Ухтомского Ополчения, 4
 ";Некрасовка; 400 м
326;14000000;"
 2-к квартира, 52 м², 21/22 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_2122_et._1969758138;"
 ул. Крылатские Холмы, 26к1
 ";Крылатское; 900 м
327;7500000;"
 2-к квартира, 49 м², 1/6 эт.
 ";/moskva/kvartiry/2-k_kvartira_49_m_16_et._1983826785;"
 с. Ромашково, Европейский б-р, 7
 ";;
328;12600000;"
 2-к квартира, 41 м², 3/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_41_m_312_et._2001140458;"
 Ленинградский пр-т, 29к4
 ";Динамо; 500 м
329;8000000;"
 2-к квартира, 48 м², 7/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_48_m_712_et._1997497608;"
 ул. Милашенкова, 15
 ";Фонвизинская; 500 м
330;12950000;"
 2-к квартира, 54.3 м², 2/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_54.3_m_210_et._1974346748;"
 Волгоградский пр-т, 17
 ";Волгоградский проспект; 700 м
331;8000000;"
 2-к квартира, 42.7 м², 4/4 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.7_m_44_et._1974396273;"
 ул. Менжинского, 26к1
 ";Бабушкинская; 400 м
332;9500000;"
 2-к квартира, 52 м², 5/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_516_et._2011313345;"
 Клязьминская ул., 7к2
 ";Ховрино; 2,8 км
333;10000000;"
 2-к квартира, 44.5 м², 8/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.5_m_89_et._1990536513;"
 4-й Вятский пер., 23
 ";Дмитровская; 1 км
334;15000000;"
 2-к квартира, 42 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_39_et._1953385266;"
 Волков пер., 17
 ";Краснопресненская; 500 м
335;9200000;"
 2-к квартира, 53.8 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.8_m_19_et._2011560273;"
 Ореховый б-р, 5
 ";Орехово; 600 м
336;13700000;"
 2-к квартира, 63 м², 2/36 эт.
 ";/moskva/kvartiry/2-k_kvartira_63_m_236_et._1990300258;"
 Головинское ш., 10Б
 ";Водный стадион; 700 м
337;12590000;"
 2-к квартира, 40 м², 30/58 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_3058_et._1991214039;"
 Дмитровское ш., 1Б
 ";Дмитровская; 200 м
338;11100000;"
 2-к квартира, 54 м², 7/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_716_et._1867617476;"
 Вяземская ул., 10
 ";Молодежная; 3,2 км
339;10000000;"
 2-к квартира, 59 м², 15/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_59_m_1517_et._1985935465;"
 ул. Александры Монаховой, 109к3
 ";Бунинская аллея; 1,2 км
340;11499000;"
 2-к квартира, 60 м², 3/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_38_et._1890896611;"
 Дмитровское ш., 50к1
 ";Окружная; 400 м
341;10300000;"
 2-к квартира, 44.5 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.5_m_39_et._1804187247;"
 Профсоюзная ул., 156к5
 ";Теплый стан; 700 м
342;8000000;"
 2-к квартира, 45 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_35_et._2013744714;"
 Свободный пр-т, 12/23
 ";Новогиреево; 400 м
343;10900000;"
 2-к квартира, 53 м², 10/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_53_m_1014_et._2012598977;"
 Свободный пр-т, 24
 ";Новогиреево; 200 м
344;14300000;"
 2-к квартира, 45 м², 3/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_310_et._1922386934;"
 Шмитовский пр., 39к3
 ";Шелепиха; 400 м
345;14800000;"
 2-к квартира, 58 м², 7/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_78_et._1987591615;"
 ул. Марии Ульяновой, 14
 ";Проспект Вернадского; 1,3 км
346;6900000;"
 2-к квартира, 60 м², 17/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_1717_et._1857550086;"
 рабочий пос. Боброво, Крымская ул., 11к1
 ";Улица Скобелевская; 4,1 км
347;12500000;"
 2-к квартира, 54 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_49_et._1996854511;"
 ул. Саморы Машела, 4к3
 ";Тропарево; 1,6 км
348;10800000;"
 2-к квартира, 55 м², 13/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_1317_et._1921533202;"
 Коровинское ш., 17к2
 ";Селигерская; 1,2 км
349;9000000;"
 2-к квартира, 43 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_99_et._2006736922;"
 ул. Красного Маяка, 3
 ";Пражская; 500 м
350;9300000;"
 2-к квартира, 45.6 м², 6/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.6_m_612_et._1863889183;"
 ул. Героев Панфиловцев, 6к3
 ";Сходненская; 500 м
351;7950000;"
 2-к квартира, 59 м², 3/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_59_m_314_et._2010767713;"
 ул. Маршала Ерёменко
 ";Некрасовка; 1,1 км
352;7900000;"
 2-к квартира, 38 м², 8/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_89_et._2006276484;"
 ул. Шумилова, 1/23к1
 ";Кузьминки; 600 м
353;12800000;"
 2-к квартира, 58 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_25_et._1917323830;"
 12-й пр. Марьиной Рощи, 8с2
 ";Марьина Роща; 1,3 км
354;13800000;"
 2-к квартира, 50.2 м², 2/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.2_m_217_et._1950243721;"
 Большая Филёвская ул., 23к1
 ";Багратионовская; 400 м
355;13500000;"
 2-к квартира, 58.3 м², 14/23 эт.
 ";/moskva/kvartiry/2-k_kvartira_58.3_m_1423_et._2006314356;"
 пр-т Будённого, 51к6
 ";Шоссе Энтузиастов; 800 м
356;8500000;"
 2-к квартира, 42 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_25_et._2013696504;"
 Отрадный пр., 8
 ";Отрадное; 900 м
357;9700000;"
 2-к квартира, 50.7 м², 2/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.7_m_216_et._2006941367;"
 Шипиловская ул., 11к1
 ";Орехово; 900 м
358;8682550;"
 2-к квартира, 59.4 м², 12/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_59.4_m_1225_et._1463283048;"
 Рождественская ул., 33
 ";Некрасовка; 200 м
359;9500000;"
 2-к квартира, 54 м², 11/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1114_et._2011596320;"
 Братеевская ул., 23к1
 ";Алма-Атинская; 700 м
360;9000000;"
 2-к квартира, 41.1 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_41.1_m_25_et._1932755893;"
 ул. Лобачика, 23к2
 ";Сокольники; 900 м
361;11000000;"
 2-к квартира, 52 м², 3/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_314_et._1985147589;"
 Курганская ул., 4
 ";Щелковская; 2,4 км
362;6618400;"
 2-к квартира, 50.4 м², 4/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.4_m_417_et._1995365502;"
 Онежская ул., 2к3
 ";Коптево; 300 м
363;10999000;"
 2-к квартира, 52.5 м², 13/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_52.5_m_1314_et._2004725969;"
 Кантемировская ул., 8к1
 ";Кантемировская; 1,2 км
364;8500000;"
 2-к квартира, 37 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_37_m_49_et._1974548471;"
 Гвардейская ул., 3к2
 ";Кунцевская; 1,8 км
365;11700000;"
 2-к квартира, 61 м², 9/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_61_m_910_et._2007649505;"
 Тарханская ул., 4к2
 ";Жулебино; 300 м
366;9900000;"
 2-к квартира, 44.4 м², 10/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.4_m_1012_et._1992815475;"
 ул. Островитянова, 16к4
 ";Коньково; 700 м
367;9000000;"
 2-к квартира, 65 м², 10/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_65_m_1017_et._754478692;"
 Щербинка, ул. Барышевская Роща, 24
 ";Бунинская аллея; 3,9 км
368;7200000;"
 2-к квартира, 39 м², 11/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_39_m_1112_et._2010386010;"
 ул. Главмосстроя, 6А
 ";Говорово; 900 м
369;8711700;"
 2-к квартира, 59.6 м², 11/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_59.6_m_1125_et._1055169176;"
 Рождественская ул., 33
 ";Некрасовка; 200 м
370;7950000;"
 2-к квартира, 44.4 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.4_m_45_et._2013908709;"
 Жигулёвская ул., 12к2
 ";Кузьминки; 600 м
371;8700000;"
 2-к квартира, 46 м², 8/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_46_m_812_et._1995607077;"
 Белореченская ул., 33
 ";Люблино; 800 м
372;12400000;"
 2-к квартира, 37.2 м², 12/47 эт.
 ";/moskva/kvartiry/2-k_kvartira_37.2_m_1247_et._1992515953;"
 Новодмитровская ул., 2к6
 ";Дмитровская; 900 м
373;8000000;"
 2-к квартира, 48 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_48_m_19_et._1997185149;"
 Нахимовский пр-т, 23к1
 ";Нахимовский проспект; 1 км
374;12500000;"
 2-к квартира, 50 м², 10/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_50_m_1016_et._1967660844;"
 Днепропетровская ул., 14
 ";Пражская; 1,6 км
375;9990000;"
 2-к квартира, 44.6 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.6_m_29_et._2006506293;"
 Литовский б-р, 46к2
 ";Ясенево; 500 м
376;9650000;"
 2-к квартира, 42 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_99_et._1974505785;"
 ул. Константина Царёва, 18
 ";Войковская; 600 м
377;11700000;"
 2-к квартира, 51 м², 3/3 эт.
 ";/moskva/kvartiry/2-k_kvartira_51_m_33_et._1991238775;"
 пос. Коммунарка, ул. Потаповская Роща, 6к2
 ";Бунинская аллея; 1,7 км
378;13999999;"
 2-к квартира, 53.5 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.5_m_99_et._1919040646;"
 ул. Космонавта Волкова, 3
 ";Войковская; 600 м
379;7500000;"
 2-к квартира, 45 м², 6/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_69_et._1995492394;"
 ул. Рокотова, 8к5
 ";Ясенево; 1,1 км
380;12200000;"
 2-к квартира, 57 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_57_m_15_et._1990850684;"
 Московско-Казанский пер., 5-7
 ";Красносельская; 600 м
381;8500000;"
 2-к квартира, 38 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_25_et._2004002650;"
 ул. Каховка, 15к1
 ";Каховская; 1 км
382;13500000;"
 2-к квартира, 61 м², 16/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_61_m_1617_et._1955044596;"
 ул. Бориса Пастернака, 17
 ";Рассказовка; 800 м
383;11600000;"
 2-к квартира, 51.8 м², 4/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.8_m_416_et._1974606923;"
 Онежская ул., 18к3
 ";Коптево; 1,2 км
384;7500000;"
 2-к квартира, 50 м², 6/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_50_m_617_et._1997724541;"
 Онежская ул., 2к3
 ";Коптево; 300 м
385;12751700;"
 2-к квартира, 57.7 м², 6/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_57.7_m_616_et._1986865828;"
 Ярцевская ул., 16
 ";Молодежная; 400 м
386;11800000;"
 2-к квартира, 65.1 м², 1/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_65.1_m_116_et._1972298568;"
 Новоясеневский пр-т, 32к1
 ";Ясенево; 500 м
387;5560000;"
 2-к квартира, 38.2 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_38.2_m_49_et._2001528881;"
 Черницынский пр., 10к2
 ";Щелковская; 1,5 км
388;9500000;"
 2-к квартира, 43.8 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_43.8_m_99_et._2005925098;"
 11-я Парковая ул., 21
 ";Первомайская; 400 м
389;7000000;"
 2-к квартира, 34.3 м², 5/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_34.3_m_59_et._1996888192;"
 2-й Саратовский пр., 5
 ";Текстильщики; 700 м
390;8000000;"
 2-к квартира, 66 м², 15/22 эт.
 ";/moskva/kvartiry/2-k_kvartira_66_m_1522_et._1949948746;"
 рабочий пос. Дрожжино, Новое ш., 2
 ";Улица Скобелевская; 3 км
391;9990000;"
 2-к квартира, 45 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_29_et._2004890781;"
 ул. Алабяна, 19к1
 ";Панфиловская; 300 м
392;9300000;"
 2-к квартира, 50 м², 13/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_50_m_1316_et._1990171308;"
 Воронежская ул., 6
 ";Домодедовская; 500 м
393;13700000;"
 2-к квартира, 53 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_53_m_49_et._1955913981;"
 Аминьевское ш., 36
 ";Кунцевская; 1,1 км
394;7300000;"
 2-к квартира, 43.1 м², 4/5 эт.
 ";/moskva_zelenograd/kvartiry/2-k_kvartira_43.1_m_45_et._2006713214;;Зеленоград;
395;11500000;"
 2-к квартира, 67 м², 6/15 эт.
 ";/moskva/kvartiry/2-k_kvartira_67_m_615_et._1956930401;"
 6-я Радиальная ул., 5к4
 ";Царицыно; 2 км
396;9800000;"
 2-к квартира, 52 м², 3/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_314_et._1987812712;"
 ул. Исаковского, 27к1
 ";Строгино; 1,1 км
